categoryid,parentid,root_category,depth_level,path,is_root,is_leaf,total_views,total_carts,total_purchases,unique_visitors,unique_items,view_to_cart_rate,cart_to_purchase_rate,category_cvr,cart_abandonment_rate,outofstock_items,outofstock_views,traffic_rank,cvr_rank
249,164,140,2,140 > 164 > 249,0,1,1025,17,6,690,68,1.6585,35.2941,0.5854,64.7059,45,822,408,468
793,1066,1532,3,1532 > 293 > 1066 > 793,0,1,1019,53,16,372,44,5.2012,30.1887,1.5702,69.8113,26,327,409,144
1061,1259,431,2,431 > 1259 > 1061,0,1,1002,0,0,755,300,0.0000,,0.0000,,300,1002,410,654
1053,187,1600,4,1600 > 872 > 1313 > 187 > 1053,0,1,977,35,11,631,76,3.5824,31.4286,1.1259,68.5714,63,732,411,251
14,1684,1600,2,1600 > 1684 > 14,0,0,971,30,12,584,4,3.0896,40.0000,1.2358,60.0000,3,956,412,218
358,1257,395,2,395 > 1257 > 358,0,1,971,17,9,681,135,1.7508,52.9412,0.9269,47.0588,128,775,412,324
1177,381,1482,2,1482 > 381 > 1177,0,1,966,14,4,695,84,1.4493,28.5714,0.4141,71.4286,72,769,414,546
497,149,140,3,140 > 1519 > 149 > 497,0,1,962,28,12,579,41,2.9106,42.8571,1.2474,57.1429,34,782,415,216
1643,1386,140,4,140 > 540 > 745 > 1386 > 1643,0,1,960,16,6,651,52,1.6667,37.5000,0.6250,62.5000,44,801,416,447
410,894,378,2,378 > 894 > 410,0,1,943,0,0,735,188,0.0000,,0.0000,,188,943,417,654
1619,1398,1482,2,1482 > 1398 > 1619,0,1,943,8,4,725,107,0.8484,50.0000,0.4242,50.0000,80,651,417,541
985,1502,1698,2,1698 > 1502 > 985,0,1,935,25,14,713,97,2.6738,56.0000,1.4973,44.0000,96,724,419,158
449,1139,679,2,679 > 1139 > 449,0,1,934,42,14,672,145,4.4968,33.3333,1.4989,66.6667,103,615,420,157
463,250,250,1,250 > 463,0,1,932,0,0,790,40,0.0000,,0.0000,,40,932,421,654
478,105,1224,2,1224 > 105 > 478,0,1,932,44,14,569,12,4.7210,31.8182,1.5021,68.1818,3,88,421,155
530,432,395,3,395 > 1200 > 432 > 530,0,1,930,9,2,611,75,0.9677,22.2222,0.2151,77.7778,67,533,423,620
1418,896,1600,3,1600 > 55 > 896 > 1418,0,1,921,90,17,553,165,9.7720,18.8889,1.8458,81.1111,91,328,424,102
205,381,1482,2,1482 > 381 > 205,0,1,919,20,10,566,88,2.1763,50.0000,1.0881,50.0000,74,661,425,263
821,1012,1532,3,1532 > 500 > 1012 > 821,0,1,914,15,9,653,30,1.6411,60.0000,0.9847,40.0000,30,914,426,299
857,1272,140,3,140 > 164 > 1272 > 857,0,1,914,6,3,598,73,0.6565,50.0000,0.3282,50.0000,48,664,426,579
199,351,653,2,653 > 351 > 199,0,1,906,7,4,820,41,0.7726,57.1429,0.4415,42.8571,36,730,428,537
1359,1215,679,3,679 > 1424 > 1215 > 1359,0,1,906,63,27,563,96,6.9536,42.8571,2.9801,57.1429,50,236,428,32
263,143,1482,2,1482 > 143 > 263,0,1,902,36,9,680,185,3.9911,25.0000,0.9978,75.0000,159,563,430,293
269,33,1224,2,1224 > 33 > 269,0,1,898,27,7,430,177,3.0067,25.9259,0.7795,74.0741,89,342,431,378
562,986,1532,2,1532 > 986 > 562,0,1,890,33,7,671,155,3.7079,21.2121,0.7865,78.7879,147,697,432,375
956,879,1482,2,1482 > 879 > 956,0,1,890,13,1,673,53,1.4607,7.6923,0.1124,92.3077,46,642,432,644
1276,441,378,3,378 > 727 > 441 > 1276,0,1,886,21,12,642,188,2.3702,57.1429,1.3544,42.8571,161,693,434,191
1118,727,378,2,378 > 727 > 1118,0,1,885,3,1,750,91,0.3390,33.3333,0.1130,66.6667,85,814,435,642
348,1499,653,3,653 > 351 > 1499 > 348,0,1,885,9,1,549,64,1.0169,11.1111,0.1130,88.8889,51,493,435,642
715,402,1482,3,1482 > 143 > 402 > 715,0,1,880,65,16,566,69,7.3864,24.6154,1.8182,75.3846,32,331,437,109
1235,418,1394,2,1394 > 418 > 1235,0,1,866,0,0,736,55,0.0000,,0.0000,,55,866,438,654
1236,1141,1600,3,1600 > 55 > 1141 > 1236,0,1,862,35,11,663,43,4.0603,31.4286,1.2761,68.5714,18,301,439,208
507,1546,1224,3,1224 > 1443 > 1546 > 507,0,1,851,20,6,525,73,2.3502,30.0000,0.7051,70.0000,36,307,440,417
719,908,140,4,140 > 920 > 1487 > 908 > 719,0,1,850,41,12,525,85,4.8235,29.2683,1.4118,70.7317,74,478,441,174
41,1658,1394,3,1394 > 418 > 1658 > 41,0,1,847,0,0,666,132,0.0000,,0.0000,,132,847,442,654
771,1251,653,3,653 > 312 > 1251 > 771,0,1,843,18,5,599,58,2.1352,27.7778,0.5931,72.2222,40,478,443,464
130,145,1490,2,1490 > 145 > 130,0,1,826,31,1,541,465,3.7530,3.2258,0.1211,96.7742,190,300,444,640
996,1259,431,2,431 > 1259 > 996,0,1,825,0,0,561,198,0.0000,,0.0000,,198,825,445,654
1121,1299,1532,2,1532 > 1299 > 1121,0,1,819,4,2,533,33,0.4884,50.0000,0.2442,50.0000,31,673,446,609
289,1416,378,2,378 > 1416 > 289,0,1,817,16,10,556,181,1.9584,62.5000,1.2240,37.5000,169,593,447,224
1649,945,653,2,653 > 945 > 1649,0,1,817,34,5,419,50,4.1616,14.7059,0.6120,85.2941,49,769,447,458
598,362,431,2,431 > 362 > 598,0,1,817,0,0,528,212,0.0000,,0.0000,,212,817,447,654
133,114,1224,3,1224 > 1443 > 114 > 133,0,1,809,36,14,498,79,4.4499,38.8889,1.7305,61.1111,50,340,450,118
23,640,1600,3,1600 > 55 > 640 > 23,0,1,808,24,9,579,36,2.9703,37.5000,1.1139,62.5000,27,301,451,256
643,346,140,3,140 > 920 > 346 > 643,0,1,804,18,8,516,57,2.2388,44.4444,0.9950,55.5556,52,469,452,295
1193,1453,1579,3,1579 > 71 > 1453 > 1193,0,1,800,1,1,582,72,0.1250,100.0000,0.1250,0.0000,72,800,453,638
229,1028,140,3,140 > 540 > 1028 > 229,0,0,800,11,2,605,25,1.3750,18.1818,0.2500,81.8182,0,0,453,607
1491,440,1224,2,1224 > 440 > 1491,0,1,798,23,14,423,40,2.8822,60.8696,1.7544,39.1304,26,413,455,116
528,1079,395,3,395 > 1257 > 1079 > 528,0,1,793,25,12,527,40,3.1526,48.0000,1.5132,52.0000,18,297,456,153
367,125,1600,4,1600 > 872 > 1313 > 125 > 367,0,1,790,40,12,446,57,5.0633,30.0000,1.5190,70.0000,34,151,457,151
1504,587,791,2,791 > 587 > 1504,0,1,788,66,4,458,385,8.3756,6.0606,0.5076,93.9394,87,152,458,517
1300,127,653,3,653 > 312 > 127 > 1300,0,1,782,12,4,584,51,1.5345,33.3333,0.5115,66.6667,48,651,459,516
1472,605,1482,2,1482 > 605 > 1472,0,1,779,18,6,605,75,2.3107,33.3333,0.7702,66.6667,55,438,460,384
1555,1249,1482,2,1482 > 1249 > 1555,0,1,769,50,21,410,47,6.5020,42.0000,2.7308,58.0000,22,119,461,42
268,138,1600,4,1600 > 872 > 426 > 138 > 268,0,1,766,47,14,457,121,6.1358,29.7872,1.8277,70.2128,90,379,462,106
212,207,1490,2,1490 > 207 > 212,0,1,764,19,4,485,19,2.4869,21.0526,0.5236,78.9474,6,284,463,508
1374,1278,395,2,395 > 1278 > 1374,0,0,761,38,17,551,178,4.9934,44.7368,2.2339,55.2632,109,300,464,70
332,1667,140,3,140 > 409 > 1667 > 332,0,1,761,50,14,467,21,6.5703,28.0000,1.8397,72.0000,12,98,464,104
142,9,653,3,653 > 351 > 9 > 142,0,1,759,11,4,461,89,1.4493,36.3636,0.5270,63.6364,72,351,466,504
962,945,653,2,653 > 945 > 962,0,1,746,13,4,414,56,1.7426,30.7692,0.5362,69.2308,56,746,467,495
545,143,1482,2,1482 > 143 > 545,0,1,744,23,2,460,87,3.0914,8.6957,0.2688,91.3043,60,363,468,599
1014,1110,653,2,653 > 1110 > 1014,0,1,736,20,8,492,33,2.7174,40.0000,1.0870,60.0000,19,402,469,264
459,1330,653,3,653 > 1110 > 1330 > 459,0,1,729,30,6,428,122,4.1152,20.0000,0.8230,80.0000,119,630,470,360
687,933,1224,2,1224 > 933 > 687,0,1,723,44,22,424,65,6.0858,50.0000,3.0429,50.0000,16,203,471,29
577,114,1224,3,1224 > 1443 > 114 > 577,0,1,722,9,3,416,64,1.2465,33.3333,0.4155,66.6667,31,332,472,545
584,709,1490,3,1490 > 25 > 709 > 584,0,1,720,18,6,472,52,2.5000,33.3333,0.8333,66.6667,36,196,473,353
218,116,140,3,140 > 384 > 116 > 218,0,1,712,40,15,415,42,5.6180,37.5000,2.1067,62.5000,20,132,474,77
570,9,653,3,653 > 351 > 9 > 570,0,1,706,5,4,447,39,0.7082,80.0000,0.5666,20.0000,36,386,475,481
891,1012,1532,3,1532 > 500 > 1012 > 891,0,1,706,7,4,541,122,0.9915,57.1429,0.5666,42.8571,103,558,475,481
655,1066,1532,3,1532 > 293 > 1066 > 655,0,1,703,27,11,544,66,3.8407,40.7407,1.5647,59.2593,50,527,477,145
1148,1696,378,2,378 > 1696 > 1148,0,1,698,18,2,504,13,2.5788,11.1111,0.2865,88.8889,6,45,478,595
1564,1141,1600,3,1600 > 55 > 1141 > 1564,0,1,695,27,5,446,26,3.8849,18.5185,0.7194,81.4815,14,221,479,411
1048,1308,140,3,140 > 1519 > 1308 > 1048,0,1,691,24,5,382,36,3.4732,20.8333,0.7236,79.1667,19,254,480,408
627,520,1600,4,1600 > 1684 > 1606 > 520 > 627,0,1,671,28,15,425,48,4.1729,53.5714,2.2355,46.4286,42,469,481,69
1083,594,1532,3,1532 > 1299 > 594 > 1083,0,1,670,17,9,415,16,2.5373,52.9412,1.3433,47.0588,14,381,482,196
723,995,1600,2,1600 > 995 > 723,0,1,663,22,7,457,43,3.3183,31.8182,1.0558,68.1818,27,157,483,275
1540,897,140,3,140 > 61 > 897 > 1540,0,1,657,15,1,492,21,2.2831,6.6667,0.1522,93.3333,15,252,484,635
1153,20,1532,3,1532 > 1299 > 20 > 1153,0,1,653,0,0,549,38,0.0000,,0.0000,,38,653,485,654
503,1604,653,3,653 > 1110 > 1604 > 503,0,1,651,10,5,490,37,1.5361,50.0000,0.7680,50.0000,28,192,486,387
444,73,653,3,653 > 1202 > 73 > 444,0,1,651,65,35,369,13,9.9846,53.8462,5.3763,46.1538,5,88,486,9
1433,312,653,2,653 > 312 > 1433,0,1,651,17,9,409,59,2.6114,52.9412,1.3825,47.0588,51,324,486,181
1665,945,653,2,653 > 945 > 1665,0,1,651,15,4,417,88,2.3041,26.6667,0.6144,73.3333,84,559,486,455
172,1290,140,3,140 > 164 > 1290 > 172,0,1,646,11,4,445,51,1.7028,36.3636,0.6192,63.6364,33,325,490,452
849,1281,653,3,653 > 312 > 1281 > 849,0,1,631,12,2,453,23,1.9017,16.6667,0.3170,83.3333,15,334,491,584
549,781,1600,4,1600 > 1684 > 580 > 781 > 549,0,1,630,18,6,445,68,2.8571,33.3333,0.9524,66.6667,31,180,492,314
423,47,1482,3,1482 > 381 > 47 > 423,0,1,627,15,0,379,30,2.3923,0.0000,0.0000,100.0000,17,201,493,654
1328,432,395,3,395 > 1200 > 432 > 1328,0,1,625,14,6,419,78,2.2400,42.8571,0.9600,57.1429,68,430,494,312
277,1398,1482,2,1482 > 1398 > 277,0,1,621,10,6,412,37,1.6103,60.0000,0.9662,40.0000,34,486,495,311
639,351,653,2,653 > 351 > 639,0,1,617,19,4,432,30,3.0794,21.0526,0.6483,78.9474,18,248,496,438
123,214,1394,3,1394 > 418 > 214 > 123,0,1,613,0,0,509,98,0.0000,,0.0000,,98,613,497,654
695,959,140,4,140 > 409 > 1095 > 959 > 695,0,1,606,24,5,462,39,3.9604,20.8333,0.8251,79.1667,28,462,498,358
117,1492,1532,3,1532 > 107 > 1492 > 117,0,1,589,25,10,436,46,4.2445,40.0000,1.6978,60.0000,37,140,499,120
1681,568,140,3,140 > 384 > 568 > 1681,0,1,575,12,4,399,12,2.0870,33.3333,0.6957,66.6667,3,106,500,418
1581,854,1482,2,1482 > 854 > 1581,0,1,573,13,8,343,66,2.2688,61.5385,1.3962,38.4615,35,314,501,178
257,312,653,2,653 > 312 > 257,0,1,566,13,4,367,40,2.2968,30.7692,0.7067,69.2308,22,332,502,416
616,573,1600,4,1600 > 872 > 252 > 573 > 616,0,1,565,21,10,349,33,3.7168,47.6190,1.7699,52.3810,20,172,503,113
801,766,1532,3,1532 > 986 > 766 > 801,0,1,559,14,6,400,130,2.5045,42.8571,1.0733,57.1429,112,421,504,269
154,640,1600,3,1600 > 55 > 640 > 154,0,1,556,17,14,368,37,3.0576,82.3529,2.5180,17.6471,23,101,505,49
1638,766,1532,3,1532 > 986 > 766 > 1638,0,1,546,2,1,430,147,0.3663,50.0000,0.1832,50.0000,144,508,506,628
963,1281,653,3,653 > 312 > 1281 > 963,0,1,545,4,1,390,37,0.7339,25.0000,0.1835,75.0000,36,519,507,627
1296,1534,140,3,140 > 540 > 1534 > 1296,0,1,541,15,5,434,1,2.7726,33.3333,0.9242,66.6667,0,0,508,326
1008,1424,679,2,679 > 1424 > 1008,0,0,539,2,0,454,39,0.3711,0.0000,0.0000,100.0000,36,451,509,654
327,92,653,2,653 > 92 > 327,0,1,538,17,3,347,129,3.1599,17.6471,0.5576,82.3529,67,211,510,485
976,1009,431,2,431 > 1009 > 976,0,1,534,0,0,433,207,0.0000,,0.0000,,207,534,511,654
1670,1458,140,3,140 > 384 > 1458 > 1670,0,1,533,21,7,309,67,3.9400,33.3333,1.3133,66.6667,55,260,512,203
881,1012,1532,3,1532 > 500 > 1012 > 881,0,1,532,5,2,410,110,0.9398,40.0000,0.3759,60.0000,106,458,513,559
525,1566,1224,2,1224 > 1566 > 525,0,1,531,33,13,276,73,6.2147,39.3939,2.4482,60.6061,17,107,514,57
219,1081,1224,2,1224 > 1081 > 219,0,1,525,19,10,295,141,3.6190,52.6316,1.9048,47.3684,49,124,515,96
86,937,1532,4,1532 > 107 > 1174 > 937 > 86,0,1,523,0,0,449,42,0.0000,,0.0000,,41,377,516,654
43,945,653,2,653 > 945 > 43,0,1,521,5,3,317,69,0.9597,60.0000,0.5758,40.0000,66,452,517,474
564,214,1394,3,1394 > 418 > 214 > 564,0,1,520,0,0,427,78,0.0000,,0.0000,,78,520,518,654
845,1430,140,3,140 > 61 > 1430 > 845,0,1,517,21,6,379,30,4.0619,28.5714,1.1605,71.4286,17,160,519,245
508,362,431,2,431 > 362 > 508,0,1,516,0,0,408,155,0.0000,,0.0000,,155,516,520,654
1392,1041,1600,4,1600 > 872 > 1313 > 1041 > 1392,0,1,516,10,4,340,56,1.9380,40.0000,0.7752,60.0000,36,249,520,379
1155,101,653,3,653 > 312 > 101 > 1155,0,1,516,2,2,362,37,0.3876,100.0000,0.3876,0.0000,33,371,520,554
912,945,653,2,653 > 945 > 912,0,1,516,8,2,316,14,1.5504,25.0000,0.3876,75.0000,8,47,520,554
977,871,1224,2,1224 > 871 > 977,0,1,514,35,19,275,138,6.8093,54.2857,3.6965,45.7143,47,149,524,19
550,1139,679,2,679 > 1139 > 550,0,1,513,5,4,381,56,0.9747,80.0000,0.7797,20.0000,52,336,525,377
1072,1566,1224,2,1224 > 1566 > 1072,0,1,513,38,17,228,77,7.4074,44.7368,3.3138,55.2632,29,93,525,25
690,1125,1532,3,1532 > 113 > 1125 > 690,0,1,512,7,4,381,8,1.3672,57.1429,0.7813,42.8571,5,325,527,376
773,1696,378,2,378 > 1696 > 773,0,1,512,26,9,332,26,5.0781,34.6154,1.7578,65.3846,20,396,527,115
1084,194,1579,3,1579 > 865 > 194 > 1084,0,1,511,0,0,430,343,0.0000,,0.0000,,343,511,529,654
131,1486,140,2,140 > 1486 > 131,0,0,504,2,1,379,133,0.3968,50.0000,0.1984,50.0000,122,408,530,626
1038,1174,1532,3,1532 > 107 > 1174 > 1038,0,1,504,6,4,370,91,1.1905,66.6667,0.7937,33.3333,87,377,530,372
436,1518,1579,3,1579 > 865 > 1518 > 436,0,1,502,0,0,331,185,0.0000,,0.0000,,185,502,532,654
1455,213,1532,3,1532 > 1299 > 213 > 1455,0,1,500,29,18,343,124,5.8000,62.0690,3.6000,37.9310,83,229,533,22
1570,351,653,2,653 > 351 > 1570,0,1,497,7,2,331,24,1.4085,28.5714,0.4024,71.4286,18,362,534,551
830,1272,140,3,140 > 164 > 1272 > 830,0,1,497,23,15,313,30,4.6278,65.2174,3.0181,34.7826,14,103,534,31
37,945,653,2,653 > 945 > 37,0,1,495,12,4,296,13,2.4242,33.3333,0.8081,66.6667,13,495,536,369
585,1292,140,3,140 > 540 > 1292 > 585,0,0,491,1,0,360,33,0.2037,0.0000,0.0000,100.0000,20,389,537,654
1466,905,1698,3,1698 > 110 > 905 > 1466,0,1,490,12,3,359,91,2.4490,25.0000,0.6122,75.0000,91,490,538,457
892,14,1600,3,1600 > 1684 > 14 > 892,0,1,489,10,3,308,43,2.0450,30.0000,0.6135,70.0000,43,489,539,456
942,125,1600,4,1600 > 872 > 1313 > 125 > 942,0,1,488,10,3,380,54,2.0492,30.0000,0.6148,70.0000,40,305,540,454
59,995,1600,2,1600 > 995 > 59,0,1,485,21,5,352,18,4.3299,23.8095,1.0309,76.1905,14,417,541,279
1340,101,653,3,653 > 312 > 101 > 1340,0,1,482,11,4,299,15,2.2822,36.3636,0.8299,63.6364,13,478,542,355
270,143,1482,2,1482 > 143 > 270,0,1,480,0,0,377,85,0.0000,,0.0000,,80,349,543,654
26,1546,1224,3,1224 > 1443 > 1546 > 26,0,1,474,17,7,264,55,3.5865,41.1765,1.4768,58.8235,26,288,544,165
1154,1515,140,3,140 > 540 > 1515 > 1154,0,1,466,23,10,307,34,4.9356,43.4783,2.1459,56.5217,24,115,545,74
941,1492,1532,3,1532 > 107 > 1492 > 941,0,1,463,1,1,352,48,0.2160,100.0000,0.2160,0.0000,43,268,546,619
1358,1009,431,2,431 > 1009 > 1358,0,1,463,0,0,370,90,0.0000,,0.0000,,90,463,546,654
407,207,1490,2,1490 > 207 > 407,0,1,460,6,3,309,35,1.3043,50.0000,0.6522,50.0000,23,255,548,436
1126,905,1698,3,1698 > 110 > 905 > 1126,0,1,460,11,2,361,109,2.3913,18.1818,0.4348,81.8182,109,460,548,538
937,1174,1532,3,1532 > 107 > 1174 > 937,0,0,459,10,5,364,84,2.1786,50.0000,1.0893,50.0000,63,255,550,262
710,605,1482,2,1482 > 605 > 710,0,1,455,17,5,343,55,3.7363,29.4118,1.0989,70.5882,42,288,551,259
1241,101,653,3,653 > 312 > 101 > 1241,0,1,453,8,4,319,57,1.7660,50.0000,0.8830,50.0000,40,302,552,336
1549,1329,140,3,140 > 1519 > 1329 > 1549,0,1,451,10,3,317,55,2.2173,30.0000,0.6652,70.0000,53,356,553,430
842,1518,1579,3,1579 > 865 > 1518 > 842,0,1,450,7,1,299,119,1.5556,14.2857,0.2222,85.7143,119,450,554,616
838,1228,140,4,140 > 540 > 121 > 1228 > 838,0,1,446,13,3,264,10,2.9148,23.0769,0.6726,76.9231,0,0,555,426
1395,1012,1532,3,1532 > 500 > 1012 > 1395,0,1,442,7,3,273,61,1.5837,42.8571,0.6787,57.1429,44,144,556,423
537,229,140,4,140 > 540 > 1028 > 229 > 537,0,1,440,8,4,321,23,1.8182,50.0000,0.9091,50.0000,21,416,557,329
1575,138,1600,4,1600 > 872 > 426 > 138 > 1575,0,1,439,3,0,359,71,0.6834,0.0000,0.0000,100.0000,62,316,558,654
613,798,1490,2,1490 > 798 > 613,0,1,436,8,4,248,20,1.8349,50.0000,0.9174,50.0000,20,436,559,328
758,781,1600,4,1600 > 1684 > 580 > 781 > 758,0,1,431,8,7,343,22,1.8561,87.5000,1.6241,12.5000,15,353,560,136
1496,968,1600,2,1600 > 968 > 1496,0,1,429,31,9,201,31,7.2261,29.0323,2.0979,70.9677,16,227,561,78
403,1687,250,3,250 > 1335 > 1687 > 403,0,1,427,0,0,347,210,0.0000,,0.0000,,210,427,562,654
290,207,1490,2,1490 > 207 > 290,0,1,427,21,6,314,27,4.9180,28.5714,1.4052,71.4286,23,184,562,177
135,1618,1600,3,1600 > 995 > 1618 > 135,0,1,425,14,7,272,77,3.2941,50.0000,1.6471,50.0000,67,274,564,131
472,1259,431,2,431 > 1259 > 472,0,1,424,0,0,268,80,0.0000,,0.0000,,80,424,565,654
1222,105,1224,2,1224 > 105 > 1222,0,1,423,18,14,242,17,4.2553,77.7778,3.3097,22.2222,1,17,566,26
439,1012,1532,3,1532 > 500 > 1012 > 439,0,1,422,6,1,348,114,1.4218,16.6667,0.2370,83.3333,108,324,567,611
635,1229,791,2,791 > 1229 > 635,0,1,422,17,9,254,110,4.0284,52.9412,2.1327,47.0588,42,142,567,76
281,1424,679,2,679 > 1424 > 281,0,1,421,30,5,265,73,7.1259,16.6667,1.1876,83.3333,50,212,569,237
1131,799,140,3,140 > 920 > 799 > 1131,0,1,421,17,5,246,9,4.0380,29.4118,1.1876,70.5882,1,21,569,237
1514,920,140,2,140 > 920 > 1514,0,1,420,6,3,265,30,1.4286,50.0000,0.7143,50.0000,25,326,571,412
1685,339,1600,3,1600 > 287 > 339 > 1685,0,1,419,65,34,276,128,15.5131,52.3077,8.1146,47.6923,53,110,572,2
1144,1239,653,3,653 > 351 > 1239 > 1144,0,1,413,7,2,244,16,1.6949,28.5714,0.4843,71.4286,12,364,573,524
1111,835,1600,3,1600 > 55 > 835 > 1111,0,1,411,24,2,256,67,5.8394,8.3333,0.4866,91.6667,48,134,574,523
46,1519,140,2,140 > 1519 > 46,0,1,410,5,4,235,33,1.2195,80.0000,0.9756,20.0000,27,237,575,304
1382,1502,1698,2,1698 > 1502 > 1382,0,1,408,11,3,270,9,2.6961,27.2727,0.7353,72.7273,8,305,576,402
998,653,653,1,653 > 998,0,1,408,13,4,298,84,3.1863,30.7692,0.9804,69.2308,81,396,576,301
304,1673,1224,2,1224 > 1673 > 304,0,1,407,7,5,212,40,1.7199,71.4286,1.2285,28.5714,25,309,578,221
1150,1368,140,3,140 > 540 > 1368 > 1150,0,1,407,6,2,307,3,1.4742,33.3333,0.4914,66.6667,0,0,578,521
1697,623,1482,3,1482 > 381 > 623 > 1697,0,1,407,0,0,297,50,0.0000,,0.0000,,39,293,578,654
952,362,431,2,431 > 362 > 952,0,1,403,0,0,264,75,0.0000,,0.0000,,75,403,581,654
1017,605,1482,2,1482 > 605 > 1017,0,1,399,29,6,324,45,7.2682,20.6897,1.5038,79.3103,36,280,582,154
551,766,1532,3,1532 > 986 > 766 > 551,0,1,396,18,12,317,42,4.5455,66.6667,3.0303,33.3333,36,230,583,30
677,226,1532,3,1532 > 107 > 226 > 677,0,1,394,5,4,320,36,1.2690,80.0000,1.0152,20.0000,27,263,584,285
650,1416,378,2,378 > 1416 > 650,0,1,390,7,2,301,96,1.7949,28.5714,0.5128,71.4286,90,351,585,515
1610,92,653,2,653 > 92 > 1610,0,1,390,5,3,251,57,1.2821,60.0000,0.7692,40.0000,19,60,585,385
1611,1081,1224,2,1224 > 1081 > 1611,0,1,388,8,3,191,128,2.0619,37.5000,0.7732,62.5000,38,107,587,382
839,33,1224,2,1224 > 33 > 839,0,1,387,22,2,199,121,5.6848,9.0909,0.5168,90.9091,72,155,588,510
1617,713,395,3,395 > 1615 > 713 > 1617,0,1,386,18,1,239,66,4.6632,5.5556,0.2591,94.4444,39,146,589,604
760,1698,1698,1,1698 > 760,0,1,384,20,7,209,12,5.2083,35.0000,1.8229,65.0000,12,384,590,108
1677,896,1600,3,1600 > 55 > 896 > 1677,0,1,378,31,9,281,125,8.2011,29.0323,2.3810,70.9677,89,219,591,63
422,489,1698,3,1698 > 110 > 489 > 422,0,1,377,6,2,260,26,1.5915,33.3333,0.5305,66.6667,26,377,592,501
1074,339,1600,3,1600 > 287 > 339 > 1074,0,1,374,60,19,247,70,16.0428,31.6667,5.0802,68.3333,36,145,593,11
729,1175,1579,3,1579 > 865 > 1175 > 729,0,1,370,0,0,231,144,0.0000,,0.0000,,144,370,594,654
705,1487,140,3,140 > 920 > 1487 > 705,0,1,368,18,7,238,61,4.8913,38.8889,1.9022,61.1111,16,87,595,98
754,1566,1224,2,1224 > 1566 > 754,0,1,368,27,8,180,19,7.3370,29.6296,2.1739,70.3704,5,112,595,73
261,1229,791,2,791 > 1229 > 261,0,1,367,8,3,232,142,2.1798,37.5000,0.8174,62.5000,63,153,597,364
978,747,1600,3,1600 > 287 > 747 > 978,0,1,364,48,10,198,30,13.1868,20.8333,2.7473,79.1667,25,296,598,41
389,1259,431,2,431 > 1259 > 389,0,1,364,0,0,288,130,0.0000,,0.0000,,130,364,598,654
1127,593,1482,2,1482 > 593 > 1127,0,1,363,3,1,302,36,0.8264,33.3333,0.2755,66.6667,23,257,600,597
1341,480,1532,3,1532 > 1299 > 480 > 1341,0,1,362,2,1,267,1,0.5525,50.0000,0.2762,50.0000,1,362,601,596
1096,92,653,2,653 > 92 > 1096,0,1,360,12,10,237,32,3.3333,83.3333,2.7778,16.6667,18,180,602,40
7,250,250,1,250 > 7,0,1,350,0,0,306,36,0.0000,,0.0000,,36,350,603,654
1468,1136,140,3,140 > 61 > 1136 > 1468,0,1,344,12,3,245,23,3.4884,25.0000,0.8721,75.0000,20,207,604,339
1207,580,1600,3,1600 > 1684 > 580 > 1207,0,1,343,12,3,195,31,3.4985,25.0000,0.8746,75.0000,28,250,605,338
1576,1012,1532,3,1532 > 500 > 1012 > 1576,0,1,341,1,0,271,58,0.2933,0.0000,0.0000,100.0000,57,311,606,654
353,755,755,1,755 > 353,0,1,335,0,0,307,102,0.0000,,0.0000,,102,335,607,654
141,1502,1698,2,1698 > 1502 > 141,0,1,334,8,5,222,38,2.3952,62.5000,1.4970,37.5000,38,334,608,159
1106,1383,140,3,140 > 409 > 1383 > 1106,0,1,326,14,6,223,23,4.2945,42.8571,1.8405,57.1429,20,233,609,103
660,586,140,3,140 > 1519 > 586 > 660,0,1,325,8,2,201,30,2.4615,25.0000,0.6154,75.0000,15,131,610,453
1105,1424,679,2,679 > 1424 > 1105,0,1,320,16,6,209,51,5.0000,37.5000,1.8750,62.5000,35,233,611,101
527,73,653,3,653 > 1202 > 73 > 527,0,1,320,13,8,226,4,4.0625,61.5385,2.5000,38.4615,2,156,611,51
77,590,1579,3,1579 > 71 > 590 > 77,0,1,319,0,0,254,75,0.0000,,0.0000,,75,319,613,654
424,341,140,4,140 > 540 > 1292 > 341 > 424,0,1,319,6,1,181,23,1.8809,16.6667,0.3135,83.3333,1,5,613,588
567,605,1482,2,1482 > 605 > 567,0,1,318,38,4,237,95,11.9497,10.5263,1.2579,89.4737,78,228,615,213
1536,1175,1579,3,1579 > 865 > 1175 > 1536,0,1,316,1,1,226,70,0.3165,100.0000,0.3165,0.0000,70,316,616,585
243,418,1394,2,1394 > 418 > 243,0,1,312,0,0,257,35,0.0000,,0.0000,,35,312,617,654
1342,362,431,2,431 > 362 > 1342,0,1,308,0,0,184,72,0.0000,,0.0000,,72,308,618,654
1431,1066,1532,3,1532 > 293 > 1066 > 1431,0,1,303,9,5,200,53,2.9703,55.5556,1.6502,44.4444,31,95,619,129
1116,1497,1490,2,1490 > 1497 > 1116,0,1,301,10,3,171,34,3.3223,30.0000,0.9967,70.0000,19,166,620,294
524,1145,1532,3,1532 > 113 > 1145 > 524,0,1,298,3,3,240,78,1.0067,100.0000,1.0067,0.0000,74,254,621,289
237,1550,1579,3,1579 > 359 > 1550 > 237,0,1,298,0,0,228,72,0.0000,,0.0000,,72,298,621,654
